cve,status,attempts,wall_time_seconds,orchestrator_phase,orchestrator_summary,orchestrator_last_error,orchestrator_next_action,worktree_cleanup_policy,worktree_cleanup_attempted,worktree_removed,worktree_cleanup_error,worktree_snapshot,opencode_input_tokens,opencode_output_tokens,opencode_reasoning_tokens,opencode_cache_read_tokens,opencode_cache_write_tokens,opencode_total_tokens,opencode_llm_calls,opencode_tool_calls,opencode_cost,openrouter_generations,openrouter_prompt_tokens,openrouter_completion_tokens,openrouter_reasoning_tokens,openrouter_total_tokens,openrouter_cost,openrouter_key_spend_delta,agent_summary,failure_reason,worktree,worktree_ref
CVE-2024-6587,success,1,4976.151,build_or_eval,"Final status success after 1 attempt(s). Attempt ended as success; phase=build_or_eval. Agent reported: Reproduced the litellm proxy SSRF (CVE-2024-6587) in NICE Archive: a client-supplied api_base in POST /chat/completions redirects the proxy's outbound model request, leaking the server-configured OpenAI API key to the attacker host. Vulnerable litellm 1.38.10 exfiltrates the planted key to the attacker capture server (HTTP 200); fixed litellm 1.89.0 rejects the request body (HTTP 401 'api_base is not allowed in request body') with no outbound request and a healthy /health/liveliness. Both automated variants and both manual scenario runs passed. Changed files observed: cves/cve-2024-6587-litellm-ssrf/exploit/capture_server.py, cves/cve-2024-6587-litellm-ssrf/exploit/trigger.sh, cves/cve-2024-6587-litellm-ssrf/flake.lock, cves/cve-2024-6587-litellm-ssrf/flake.nix, cves/cve-2024-6587-litellm-ssrf/litellm.nix, cves/cve-2024-6587-litellm-ssrf/readme.md, cves/cve-2024-6587-litellm-ssrf/test.py, cves/cve-2024-6587-litellm-ssrf/vm-attacker.nix. Last activity: Final report: ```text CVE: CVE-2024-6587 Case directory: cves/cve-2024-6587-litellm-ssrf Files added/changed: cves/cve-2024-6587-litellm-ssrf/{flake.nix, flake.lock, li...","# pyright: reportUndefinedVariable=false import assertion_blocks as ab capture_log = ""/tmp/cve-2024-6587-capture.log"" evidence_file = ""/tmp/cve-2024-6587-ssrf-evidence.txt"" http_code_file = ""/tmp/cve-2024-6587-http-code.txt"" llm_response_file = ""/tmp/cve-2024-6587-llm-response.txt"" key_marker = ""sk-nice-cve-2024-6587-openai-secret-key-918273645"" start_all() server.wait_for_unit(""multi-user.target"") server.wait_for_unit(""litellm-proxy.service"", timeout=180) server.wait_for_open_port(4000, time...",Review the case files and import the README/test evidence.,finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2024-6587/worktree-snapshot,2729987,70514,101791,73444352,0,76346644,320,334,2.486885436,0,0,0,0,0,0.0,,"Reproduced the litellm proxy SSRF (CVE-2024-6587) in NICE Archive: a client-supplied api_base in POST /chat/completions redirects the proxy's outbound model request, leaking the server-configured OpenAI API key to the attacker host. Vulnerable litellm 1.38.10 exfiltrates the planted key to the attacker capture server (HTTP 200); fixed litellm 1.89.0 rejects the request body (HTTP 401 'api_base is not allowed in request body') with no outbound request and a healthy /health/liveliness. Both automated variants and both manual scenario runs passed.",,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2024-6587,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2024-7254,opencode_error,2,5.152,agent_activity,Final status opencode_error after 2 attempt(s). Attempt ended as opencode_error; phase=agent_activity. Agent did not provide a usable EXPERIMENT_RESULT.json summary. Last activity: Insufficient credits. Add more using https://openrouter.ai/settings/credits,,"Inspect OpenCode stderr and the last tool output, then rerun the CVE after fixing the reported error.",finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2024-7254/worktree-snapshot,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,,Agent did not write EXPERIMENT_RESULT.json,missing_result_file,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2024-7254,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2024-8765,success,1,6507.412,automated_test,"Final status success after 1 attempt(s). Attempt ended as success; phase=automated_test. Agent reported: Reproduced lunary auth bypass (authMiddlewares unanchored /auth/ regex treats any path containing /auth/ as public). A faithful minimal lunary backend (Koa+PostgreSQL) in a NixOS VM with a victim org + 3 secret runs + play_allowance. Using the victim's public project key on /v1/orgs/auth/usage returns the victim's data (count:3, 200) on vulnerable; identical request returns 401 on fixed (anchored ^/auth/.+). /v1/orgs/auth/playground modifies victim org on vulnerable (marker + play_allowance 10->9) and returns 401 on fixed. Control without /auth/ returns 401 in both variants. Both vulnerable and fixed automated NixOS tests PASSED. Changed files observed: cves/cve-2024-8765-lunary-auth-bypass/exploit/probe.sh, cves/cve-2024-8765-lunary-auth-bypass/flake.lock, cves/cve-2024-8765-lunary-auth-bypass/flake.nix, cves/cve-2024-8765-lunary-auth-bypass/packages/server/.gitignore, cves/cve-2024-8765-lunary-auth-bypass/packages/server/app.js, cves/cve-2024-8765-lunary-auth-bypass/packages/server/auth-utils-fixed.js, cves/cve-2024-8765-lunary-auth-bypass/packages/server/auth-utils.js, cves/cve-2024-8765-lunary-auth-bypass/packag...","Let me validate the JSON is well-formed. And clean up the leftover test artifacts in /tmp/cve8765-vde (my temp dirs) — they're outside the worktree, in /tmp, so fine to leave or remove. Let me clean them to be tidy (optional). Also there may be leftover qemu/vde processes from my killed sessions. Let me check and clean up our own leftovers (not other workers'). Let me validate the JSON.",Review the case files and import the README/test evidence.,finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2024-8765/worktree-snapshot,4305123,54115,112286,53238400,0,57709924,280,288,2.1399846999999994,0,0,0,0,0,0.0,,"Reproduced lunary auth bypass (authMiddlewares unanchored /auth/ regex treats any path containing /auth/ as public). A faithful minimal lunary backend (Koa+PostgreSQL) in a NixOS VM with a victim org + 3 secret runs + play_allowance. Using the victim's public project key on /v1/orgs/auth/usage returns the victim's data (count:3, 200) on vulnerable; identical request returns 401 on fixed (anchored ^/auth/.+). /v1/orgs/auth/playground modifies victim org on vulnerable (marker + play_allowance 10->9) and returns 401 on fixed. Control without /auth/ returns 401 in both variants. Both vulnerable and fixed automated NixOS tests PASSED.",,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2024-8765,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2024-9099,timeout,2,14869.54,build_or_eval,"Final status timeout after 2 attempt(s). Attempt ended as timeout; phase=build_or_eval. Agent did not provide a usable EXPERIMENT_RESULT.json summary. Changed files observed: cves/cve-2024-9099-lunary-api-key-exposure/exploit/make-jwt.py, cves/cve-2024-9099-lunary-api-key-exposure/exploit/run-trigger.sh, cves/cve-2024-9099-lunary-api-key-exposure/exploit/seed.sql, cves/cve-2024-9099-lunary-api-key-exposure/fix.patch, cves/cve-2024-9099-lunary-api-key-exposure/flake.lock, cves/cve-2024-9099-lunary-api-key-exposure/flake.nix, cves/cve-2024-9099-lunary-api-key-exposure/lunary.nix, cves/cve-2024-9099-lunary-api-key-exposure/postgres-init.sql. Last activity: The VMs are still booting. The scenario auto-runs test_script. Let me wait for completion.","<pty_output id=""pty_e9bda73f"" status=""exited""> 02106| server # [ 30.178384] node[877]: --> GET /v1/projects 200 11s 296b 02107| attacker: (finished: must succeed: timeout 60s bash /etc/exploit/run-trigger.sh > /tmp/trigger-output.txt, in 11.57 seconds) 02108| [{""id"":""44444444-4444-4444-4444-444444444444"",""createdAt"":""2026-08-17T20:10:32.847Z"",""name"":""victim-project"",""orgId"":""11111111-1111-1111-1111-111111111111"",""filters"":null,""activated"":false,""publicApiKey"":""a1b2c3d4-0000-0000-0000-00000000...","Inspect the last observed command/output, fix any stuck build or test, then rerun with resume enabled.",finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2024-9099/worktree-snapshot,10684523,111785,219899,126681728,0,137697894,677,681,5.135793124000002,0,0,0,0,0,0.0,,Agent did not write EXPERIMENT_RESULT.json,missing_result_file,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2024-9099,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2025-1040,opencode_error,2,5.65,agent_activity,Final status opencode_error after 2 attempt(s). Attempt ended as opencode_error; phase=agent_activity. Agent did not provide a usable EXPERIMENT_RESULT.json summary. Last activity: Insufficient credits. Add more using https://openrouter.ai/settings/credits,,"Inspect OpenCode stderr and the last tool output, then rerun the CVE after fixing the reported error.",finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2025-1040/worktree-snapshot,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,,Agent did not write EXPERIMENT_RESULT.json,missing_result_file,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2025-1040,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2025-22619,opencode_error,2,5.388,agent_activity,Final status opencode_error after 2 attempt(s). Attempt ended as opencode_error; phase=agent_activity. Agent did not provide a usable EXPERIMENT_RESULT.json summary. Last activity: Insufficient credits. Add more using https://openrouter.ai/settings/credits,,"Inspect OpenCode stderr and the last tool output, then rerun the CVE after fixing the reported error.",finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2025-22619/worktree-snapshot,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,,Agent did not write EXPERIMENT_RESULT.json,missing_result_file,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2025-22619,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2025-24027,opencode_error,2,5.384,agent_activity,Final status opencode_error after 2 attempt(s). Attempt ended as opencode_error; phase=agent_activity. Agent did not provide a usable EXPERIMENT_RESULT.json summary. Last activity: Insufficient credits. Add more using https://openrouter.ai/settings/credits,,"Inspect OpenCode stderr and the last tool output, then rerun the CVE after fixing the reported error.",finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2025-24027/worktree-snapshot,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,,Agent did not write EXPERIMENT_RESULT.json,missing_result_file,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2025-24027,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2025-24360,opencode_error,2,5.633,agent_activity,Final status opencode_error after 2 attempt(s). Attempt ended as opencode_error; phase=agent_activity. Agent did not provide a usable EXPERIMENT_RESULT.json summary. Last activity: Insufficient credits. Add more using https://openrouter.ai/settings/credits,,"Inspect OpenCode stderr and the last tool output, then rerun the CVE after fixing the reported error.",finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2025-24360/worktree-snapshot,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,,Agent did not write EXPERIMENT_RESULT.json,missing_result_file,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2025-24360,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2025-24883,opencode_error,2,5.326,agent_activity,Final status opencode_error after 2 attempt(s). Attempt ended as opencode_error; phase=agent_activity. Agent did not provide a usable EXPERIMENT_RESULT.json summary. Last activity: Insufficient credits. Add more using https://openrouter.ai/settings/credits,,"Inspect OpenCode stderr and the last tool output, then rerun the CVE after fixing the reported error.",finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2025-24883/worktree-snapshot,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,,Agent did not write EXPERIMENT_RESULT.json,missing_result_file,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2025-24883,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2025-24900,success,1,4498.265,implementation,"Final status success after 1 attempt(s). Attempt ended as success; phase=implementation. Agent reported: Reproduced Concorde MediaProxy authentication bypass via CSRF caused by a token cookie missing the SameSite attribute. A deterministic 3-VM NixOS model drives the vulnerable/fixed login-cookie configuration from the fixing commits and a cross-site top-level navigation; vulnerable serves the target marker (auth bypass), fixed blocks it (SameSite=Strict) while staying healthy. Changed files observed: cves/cve-2025-24900-concorde-mediaropy-csrf/exploit/concorde_server.py, cves/cve-2025-24900-concorde-mediaropy-csrf/exploit/csrf.py, cves/cve-2025-24900-concorde-mediaropy-csrf/exploit/evil.html, cves/cve-2025-24900-concorde-mediaropy-csrf/flake.lock, cves/cve-2025-24900-concorde-mediaropy-csrf/flake.nix, cves/cve-2025-24900-concorde-mediaropy-csrf/readme.md, cves/cve-2025-24900-concorde-mediaropy-csrf/test.py, cves/cve-2025-24900-concorde-mediaropy-csrf/vm-attacker.nix. Last activity: CVE-2025-24900 reproduced successfully. Final report: ```text CVE: CVE-2025-24900 Case directory: cves/cve-2025-24900-concorde-mediaropy-csrf/ Files added/changed: exploit/{concorde_server.py,csrf.py,evil.html}, flake.nix, flake.lock, test....",Both final verification tests passed (exit code 0). Let me capture the evidence from the final runs and update the EXPERIMENT_RESULT with the final test_command exit codes confirmed. Let me verify the evidence from the final runs quickly.,Review the case files and import the README/test evidence.,finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2025-24900/worktree-snapshot,2399822,28905,55220,20618880,0,23102827,152,165,0.9368587200000003,0,0,0,0,0,0.0,,"Reproduced Concorde MediaProxy authentication bypass via CSRF caused by a token cookie missing the SameSite attribute. A deterministic 3-VM NixOS model drives the vulnerable/fixed login-cookie configuration from the fixing commits and a cross-site top-level navigation; vulnerable serves the target marker (auth bypass), fixed blocks it (SameSite=Strict) while staying healthy.",,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2025-24900,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2025-24962,success,1,1493.565,implementation,"Final status success after 1 attempt(s). Attempt ended as success; phase=implementation. Agent reported: Reproduced reNgine nmap_cmd OS command injection (CVE-2025-24962) in a NixOS two-VM lab. Vulnerable build ran the injected nmap_cmd through the vendored reNgine get_nmap_cmd + run_command(shell=True) path and wrote a target-unique marker as root (uid=0). Fixed build rejected the command via is_valid_nmap_command, logged 'Invalid nmap command or potentially dangerous', left the marker absent, and the service stayed healthy. Both vulnerable and fixed automated NixOS tests passed. Changed files observed: cves/cve-2025-24962-rengine-nmap-cmd-injection/exploit/attacker.py, cves/cve-2025-24962-rengine-nmap-cmd-injection/exploit/rengine_nmap.py, cves/cve-2025-24962-rengine-nmap-cmd-injection/exploit/server.py, cves/cve-2025-24962-rengine-nmap-cmd-injection/flake.lock, cves/cve-2025-24962-rengine-nmap-cmd-injection/flake.nix, cves/cve-2025-24962-rengine-nmap-cmd-injection/readme.md, cves/cve-2025-24962-rengine-nmap-cmd-injection/test.py, cves/cve-2025-24962-rengine-nmap-cmd-injection/vm-attacker.nix. Last activity: CVE-2025-24962 reproduced successfully. Final report: ``` CVE: CVE-2025-24962 (reNgine nmap_cmd OS command inj...","<pty_output id=""pty_6a8280d8"" status=""exited""> 01471| server # [ 4.840219] systemd[1]: Started reNgine scan-engine service (CVE-2025-24962). 01472| server # [ 4.847781] systemd[1]: Starting Permit User Sessions... 01473| server # [ 4.942839] Loaded X.509 cert 'sforshee: 00b28ddf47aef9cea7' 01474| server # [ 4.943458] Loaded X.509 cert 'wens: 61c038651aabdcf94bd0ac7ff06c7248db18c600' 01475| server # [ 4.945496] platform regulatory.0: Direct firmware load for regulatory.db failed with error -2 ...",Review the case files and import the README/test evidence.,finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2025-24962/worktree-snapshot,1045115,21605,31532,9891584,0,10989824,85,105,0.4381588120000001,0,0,0,0,0,0.0,,"Reproduced reNgine nmap_cmd OS command injection (CVE-2025-24962) in a NixOS two-VM lab. Vulnerable build ran the injected nmap_cmd through the vendored reNgine get_nmap_cmd + run_command(shell=True) path and wrote a target-unique marker as root (uid=0). Fixed build rejected the command via is_valid_nmap_command, logged 'Invalid nmap command or potentially dangerous', left the marker absent, and the service stayed healthy. Both vulnerable and fixed automated NixOS tests passed.",,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2025-24962,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2025-27090,opencode_error,2,5.481,agent_activity,Final status opencode_error after 2 attempt(s). Attempt ended as opencode_error; phase=agent_activity. Agent did not provide a usable EXPERIMENT_RESULT.json summary. Last activity: Insufficient credits. Add more using https://openrouter.ai/settings/credits,,"Inspect OpenCode stderr and the last tool output, then rerun the CVE after fixing the reported error.",finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2025-27090/worktree-snapshot,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,,Agent did not write EXPERIMENT_RESULT.json,missing_result_file,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2025-27090,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2025-27100,success,2,14701.547,implementation,"Final status success after 2 attempt(s). Attempt ended as success; phase=implementation. Agent reported: Reproduced lakeFS pre-signed multipart upload memory-exhaustion DoS: authenticated pmpu request with parts=2^32+10 bypasses the int32 guard in lakeFS 1.49.1, the URL-generation loop drives memory up until the kernel OOM killer crashes the lakefs process (systemd 'killed by the OOM killer', service failed, healthcheck down). Fixed 1.50.0 rejects the request with HTTP 400 ('parts can be between 0 and 10000') and stays healthy with low memory. Changed files observed: cves/cve-2025-27100-lakefs-presign-multipart-memory-dos/exploit/trigger.py, cves/cve-2025-27100-lakefs-presign-multipart-memory-dos/flake.lock, cves/cve-2025-27100-lakefs-presign-multipart-memory-dos/flake.nix, cves/cve-2025-27100-lakefs-presign-multipart-memory-dos/readme.md, cves/cve-2025-27100-lakefs-presign-multipart-memory-dos/test.py, cves/cve-2025-27100-lakefs-presign-multipart-memory-dos/vm-attacker.nix, cves/cve-2025-27100-lakefs-presign-multipart-memory-dos/vm-server.nix. Last activity: The reproduction is complete and both variants pass. Here is the final report: ```text CVE: CVE-2025-27100 Case directory: cves/cve-2025-27100-lakefs-presign-mult...","cd cves/cve-2025-27100-lakefs-presign-multipart-memory-dos && timeout 300 nix eval "".#test-vulnerable-true-x86_64-linux.drvPath"" 2>&1 | tail -2 && timeout 300 nix eval "".#test-vulnerable-false-x86_64-linux.drvPath"" 2>&1 | tail -2",Review the case files and import the README/test evidence.,finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2025-27100/worktree-snapshot,15162941,73151,430313,96027008,0,111693413,429,458,4.952537883999999,0,0,0,0,0,0.0,,"Reproduced lakeFS pre-signed multipart upload memory-exhaustion DoS: authenticated pmpu request with parts=2^32+10 bypasses the int32 guard in lakeFS 1.49.1, the URL-generation loop drives memory up until the kernel OOM killer crashes the lakefs process (systemd 'killed by the OOM killer', service failed, healthcheck down). Fixed 1.50.0 rejects the request with HTTP 400 ('parts can be between 0 and 10000') and stays healthy with low memory.",,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2025-27100,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2025-27413,success,2,5654.752,automated_test,"Final status success after 2 attempt(s). Attempt ended as success; phase=automated_test. Agent reported: Reproduced CVE-2025-27413 (PwnDoc <1.2.0 arbitrary file write/RCE) in two NixOS VMs. An admin restores a crafted backup whose templates.json carries a '../src/app' name; a template update with no 'name' then uses the DB-stored path-traversal name to overwrite backend/src/app.js with attacker content. Vulnerable variant: PUT returns 200 and the server file contains the marker. Fixed variant (official 68aa1ea fix): same trigger returns 422 'Missing required parameters: name', source file untouched, backend healthy. Both automated tests passed and both variants were reproduced manually in scenarios. Changed files observed: cves/cve-2025-27413-pwndoc-backup-tarwrite/exploit/exploit.py, cves/cve-2025-27413-pwndoc-backup-tarwrite/flake.lock, cves/cve-2025-27413-pwndoc-backup-tarwrite/flake.nix, cves/cve-2025-27413-pwndoc-backup-tarwrite/pwndoc-src/backend/.dockerignore, cves/cve-2025-27413-pwndoc-backup-tarwrite/pwndoc-src/backend/Dockerfile, cves/cve-2025-27413-pwndoc-backup-tarwrite/pwndoc-src/backend/Dockerfile.dev, cves/cve-2025-27413-pwndoc-backup-tarwrite/pwndoc-src/backend/Dockerfile.test, cves/cve-2025-27413-pwndo...","timeout 60s ./nice-archive list-cves 2>&1 | grep 27413; echo ""=== stray qemu/test-driver procs ===""; ps aux | grep -E ""qemu-system|nixos-test-driver"" | grep -v grep | head; echo ""=== case dir artifacts ===""; ls cves/cve-2025-27413-pwndoc-backup-tarwrite/ | grep -vE ""exploit|pwndoc-src|\.nixos""",Review the case files and import the README/test evidence.,finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2025-27413/worktree-snapshot,3299842,51661,141055,64966528,0,68459086,297,343,2.3350011440000014,0,0,0,0,0,0.0,,"Reproduced CVE-2025-27413 (PwnDoc <1.2.0 arbitrary file write/RCE) in two NixOS VMs. An admin restores a crafted backup whose templates.json carries a '../src/app' name; a template update with no 'name' then uses the DB-stored path-traversal name to overwrite backend/src/app.js with attacker content. Vulnerable variant: PUT returns 200 and the server file contains the marker. Fixed variant (official 68aa1ea fix): same trigger returns 422 'Missing required parameters: name', source file untouched, backend healthy. Both automated tests passed and both variants were reproduced manually in scenarios.",,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2025-27413,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2025-29783,success,1,2286.609,scenario_validation,"Final status success after 1 attempt(s). Attempt ended as success; phase=scenario_validation. Agent reported: Reproduced vLLM Mooncake unsafe pickle deserialization RCE (CWE-502) in an isolated two-VM NixOS lab. The vulnerable Mooncake KV-pipe receive path calls pickle.loads on ZMQ/TCP bytes, so an attacker's malicious pickle executes a command and plants a target-unique marker on the server. The fixed path uses safetensors, which rejects the payload (no code execution) while still parsing a valid tensor. Both automated variants passed and vulnerable behavior was confirmed manually. Changed files observed: cves/cve-2025-29783-vllm-mooncake-pickle-rce/exploit/attacker_send.py, cves/cve-2025-29783-vllm-mooncake-pickle-rce/exploit/server_receiver.py, cves/cve-2025-29783-vllm-mooncake-pickle-rce/flake.lock, cves/cve-2025-29783-vllm-mooncake-pickle-rce/flake.nix, cves/cve-2025-29783-vllm-mooncake-pickle-rce/readme.md, cves/cve-2025-29783-vllm-mooncake-pickle-rce/test.py, cves/cve-2025-29783-vllm-mooncake-pickle-rce/vm-attacker.nix, cves/cve-2025-29783-vllm-mooncake-pickle-rce/vm-server.nix. Last activity: CVE-2025-29783 reproduced successfully. ```text CVE: CVE-2025-29783 Case directory: cves/cve-2025-29783-vllm-mooncake-pi...",<pty_killed> Killed: pty_3ae90dfe (session removed) Title: vllm vuln scenario Command: nice-archive scenario --case cve-2025-29783-vllm-mooncake-pickle-rce --vulnerable true --popup false Final line count: 2133 </pty_killed>,Review the case files and import the README/test evidence.,finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2025-29783/worktree-snapshot,242744,19593,27778,13151744,0,13441859,123,127,0.41549687200000013,0,0,0,0,0,0.0,,"Reproduced vLLM Mooncake unsafe pickle deserialization RCE (CWE-502) in an isolated two-VM NixOS lab. The vulnerable Mooncake KV-pipe receive path calls pickle.loads on ZMQ/TCP bytes, so an attacker's malicious pickle executes a command and plants a target-unique marker on the server. The fixed path uses safetensors, which rejects the payload (no code execution) while still parsing a valid tensor. Both automated variants passed and vulnerable behavior was confirmed manually.",,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2025-29783,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2025-29912,success,1,1966.862,build_or_eval,"Final status success after 1 attempt(s). Attempt ended as success; phase=build_or_eval. Agent reported: Reproduced CVE-2025-29912 (NASA CryptoLib TC frame-length unsigned underflow -> heap buffer overflow) in NixOS test VMs. A crafted 109-byte TC frame with frame length (fl)=0 fed to Crypto_TC_ProcessSecurity triggers an ASan heap-buffer-overflow (READ of size 1) in Crypto_TC_Parse_Check_FECF on the vulnerable build (commit 45e079a) and is rejected with CRYPTO_LIB_ERR_TC_FRAME_LENGTH_UNDERFLOW (-72) on the fixed build (commit ca39cb9, released in v1.4.0). Both vulnerable and fixed automated tests passed via the NICE Archive CLI, and both variants were manually reproduced in isolated standalone VMs. Changed files observed: cves/cve-2025-29912-cryptolib-tc-underflow/cryptolib.nix, cves/cve-2025-29912-cryptolib-tc-underflow/exploit/tc_trigger.c, cves/cve-2025-29912-cryptolib-tc-underflow/flake.lock, cves/cve-2025-29912-cryptolib-tc-underflow/flake.nix, cves/cve-2025-29912-cryptolib-tc-underflow/readme.md, cves/cve-2025-29912-cryptolib-tc-underflow/test.py, cves/cve-2025-29912-cryptolib-tc-underflow/vm-server.nix. Last activity: The reproduction is complete and verified. Final report: ```text CVE: CVE-2025-29912 Case direc...","All my sessions are exited/killed; no lingering processes. The two final automated tests passed (exit 0), both VM manual reproductions exited 0. Final verification steps: 1. Confirm `nice-archive list-cves` includes the case. 2. Confirm `nice-archive list-vms` works. 3. Final git status. Then produce the final report. Let me also review the seconds: the result JSON has test_command set to fixed test; both passed. Let me run the final CLI checks and finish.",Review the case files and import the README/test evidence.,finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2025-29912/worktree-snapshot,2757037,36827,54845,40292480,0,43141189,199,234,1.53984278,0,0,0,0,0,0.0,,"Reproduced CVE-2025-29912 (NASA CryptoLib TC frame-length unsigned underflow -> heap buffer overflow) in NixOS test VMs. A crafted 109-byte TC frame with frame length (fl)=0 fed to Crypto_TC_ProcessSecurity triggers an ASan heap-buffer-overflow (READ of size 1) in Crypto_TC_Parse_Check_FECF on the vulnerable build (commit 45e079a) and is rejected with CRYPTO_LIB_ERR_TC_FRAME_LENGTH_UNDERFLOW (-72) on the fixed build (commit ca39cb9, released in v1.4.0). Both vulnerable and fixed automated tests passed via the NICE Archive CLI, and both variants were manually reproduced in isolated standalone VMs.",,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2025-29912,6671e3819650c0a3c2ba6fa59d13646db9777cde
CVE-2025-30212,opencode_error,2,9700.784,implementation,"Final status opencode_error after 2 attempt(s). Attempt ended as opencode_error; phase=implementation. Agent did not provide a usable EXPERIMENT_RESULT.json summary. Changed files observed: cves/cve-2025-30212-frappe-filter-sqli/create_site.py, cves/cve-2025-30212-frappe-filter-sqli/exploit/attack.py, cves/cve-2025-30212-frappe-filter-sqli/flake.lock, cves/cve-2025-30212-frappe-filter-sqli/flake.nix, cves/cve-2025-30212-frappe-filter-sqli/frappe-setup.sh, cves/cve-2025-30212-frappe-filter-sqli/frappe-start-web.sh, cves/cve-2025-30212-frappe-filter-sqli/mariadb-init.sql, cves/cve-2025-30212-frappe-filter-sqli/plant_users.py. Last activity: Insufficient credits. Add more using https://openrouter.ai/settings/credits","grep -rn ""skip_name_resolve\|skip-name-resolve"" /nix/store/b07a4xnd0gk6hsx3wc3pvsb74ahhy68j-mariadb-server-11.4.12/ 2>/dev/null | head; echo ""---what mysqld defaults---""; timeout 60 nix eval --raw 'nixpkgs#mariadb.version' 2>/dev/null || echo ""no global nixpkgs""","Inspect OpenCode stderr and the last tool output, then rerun the CVE after fixing the reported error.",finished,True,True,,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/results/CVE-2025-30212/worktree-snapshot,5210172,58965,159024,69636480,0,75064641,302,345,2.7402824399999997,0,0,0,0,0,0.0,,Agent did not write EXPERIMENT_RESULT.json,missing_result_file,/home/lundi3691/study/phd/nice-archive-test/cves/llm-experiment/worktrees/CVE-2025-30212,6671e3819650c0a3c2ba6fa59d13646db9777cde
